Symbol,Timestamp,Gmtoffset,Datetime,Open,High,Low,Close,Volume
AAPL,1626708000,0,19-07-2021 15:20,143.324996,143.429992,143.029998,143.054992,1043763
AAPL,1626708300,0,19-07-2021 15:25,143.059906,143.300003,143.029998,143.199905,838251
AAPL,1626708600,0,19-07-2021 15:30,143.199996,143.679992,143.149993,143.619094,1053712
AAPL,1626708900,0,19-07-2021 15:35,143.619995,143.850006,143.570007,143.619995,2248872
AAPL,1626709200,0,19-07-2021 15:40,143.649993,143.949996,143.5,143.867797,885316
AAPL,1626709500,0,19-07-2021 15:45,143.869903,143.929992,143.550003,143.750106,1074416
AAPL,1626709800,0,19-07-2021 15:50,143.770004,143.800003,143.429992,143.529998,859223
AAPL,1626710100,0,19-07-2021 15:55,143.518707,143.770004,143.339996,143.355697,938198
AAPL,1626710400,0,19-07-2021 16:00,143.339996,143.406906,142.979995,143.070007,906570
AAPL,1626710700,0,19-07-2021 16:05,143.070007,143.119903,142.800003,142.824996,1056214
AAPL,1626711000,0,19-07-2021 16:10,142.824996,143.059997,142.800003,143.006698,839010
AAPL,1626711300,0,19-07-2021 16:15,143,143.169998,142.979995,143.044998,666716
AAPL,1626711600,0,19-07-2021 16:20,143.039993,143.190002,142.899993,143.184997,682776
AAPL,1626711900,0,19-07-2021 16:25,143.175003,143.36,142.884994,142.907592,977463
AAPL,1626712200,0,19-07-2021 16:30,142.899993,143.050003,142.600006,142.690002,1254342
AAPL,1626712500,0,19-07-2021 16:35,142.679992,142.712493,142.5,142.520004,742014
AAPL,1626712800,0,19-07-2021 16:40,142.520004,142.580001,142.25,142.298492,1031303
AAPL,1626713100,0,19-07-2021 16:45,142.289993,142.399993,142.139999,142.164993,757649
AAPL,1626713400,0,19-07-2021 16:50,142.169998,142.279998,142.020004,142.11,1210530
AAPL,1626713700,0,19-07-2021 16:55,142.11,142.179992,142.014999,142.081802,876305
AAPL,1626714000,0,19-07-2021 17:00,142.080001,142.229995,142.009994,142.080001,899464
AAPL,1626714300,0,19-07-2021 17:05,142.079895,142.289993,141.925003,142.270004,1082249
AAPL,1626714600,0,19-07-2021 17:10,142.270095,142.274993,142.014999,142.020004,746320
AAPL,1626714900,0,19-07-2021 17:15,142.014999,142.220001,141.994995,142.002197,721271
AAPL,1626715200,0,19-07-2021 17:20,142.005004,142.042999,141.840103,141.919998,823010
AAPL,1626715500,0,19-07-2021 17:25,141.919998,142.005004,141.729995,141.789993,861616
AAPL,1626715800,0,19-07-2021 17:30,141.779998,141.990005,141.699996,141.880004,942807
AAPL,1626716100,0,19-07-2021 17:35,141.880096,142.190002,141.880004,142.059005,1069105
AAPL,1626716400,0,19-07-2021 17:40,142.050994,142.201004,141.990005,142.130004,764516
AAPL,1626716700,0,19-07-2021 17:45,142.134796,142.279998,141.994995,142.024993,805568
AAPL,1626717000,0,19-07-2021 17:50,142.022994,142.210006,141.880096,142.210006,792157
AAPL,1626717300,0,19-07-2021 17:55,142.205001,142.259994,141.880004,141.899993,761522
AAPL,1626717600,0,19-07-2021 18:00,141.899993,142.300003,141.880004,142.255004,874088
AAPL,1626717900,0,19-07-2021 18:05,142.25,142.279998,141.979995,142.020004,621478
AAPL,1626718200,0,19-07-2021 18:10,142.037094,142.353698,142,142.279998,740135
AAPL,1626718500,0,19-07-2021 18:15,142.289993,142.449996,142.169998,142.419998,705782
AAPL,1626718800,0,19-07-2021 18:20,142.419998,142.520004,142.389999,142.429992,641125
AAPL,1626719100,0,19-07-2021 18:25,142.434997,142.550003,142.332992,142.529998,754994
AAPL,1626719400,0,19-07-2021 18:30,142.529998,142.580001,142.240005,142.338302,833918
AAPL,1626719700,0,19-07-2021 18:35,142.339996,142.369995,141.949996,142.009994,808733
AAPL,1626720000,0,19-07-2021 18:40,142.009902,142.125,141.940002,142.039993,664073
AAPL,1626720300,0,19-07-2021 18:45,142.039993,142.210006,141.990005,142.134994,588209
AAPL,1626720600,0,19-07-2021 18:50,142.139999,142.206405,142.030105,142.149993,565947
AAPL,1626720900,0,19-07-2021 18:55,142.139999,142.379898,142.11,142.134994,721392
AAPL,1626721200,0,19-07-2021 19:00,142.130004,142.419998,142.095001,142.399993,841048
AAPL,1626721500,0,19-07-2021 19:05,142.399993,142.509994,142.260101,142.429992,848790
AAPL,1626721800,0,19-07-2021 19:10,142.425003,142.580001,142.320007,142.388305,890538
AAPL,1626722100,0,19-07-2021 19:15,142.389999,142.430297,142.090103,142.11,940595
AAPL,1626722400,0,19-07-2021 19:20,142.11,142.190002,141.883102,141.884994,1083974
AAPL,1626722700,0,19-07-2021 19:25,141.889892,142.060104,141.86,141.865005,1171468
AAPL,1626723000,0,19-07-2021 19:30,141.869995,142.080001,141.800003,141.820007,1134492
AAPL,1626723300,0,19-07-2021 19:35,141.820007,142.119995,141.759994,142.100006,1191037
AAPL,1626723600,0,19-07-2021 19:40,142.089996,142.240005,141.889999,141.960006,1300118
AAPL,1626723900,0,19-07-2021 19:45,141.970001,142.080001,141.772201,141.936996,1534055
AAPL,1626724200,0,19-07-2021 19:50,141.929992,142.149993,141.869995,142.014999,2291701
AAPL,1626724500,0,19-07-2021 19:55,142.020004,142.559997,141.949996,142.529998,3703477
AAPL,1626724800,0,19-07-2021 20:00,142.449996,142.449996,142.449996,142.449996,
AAPL,1626787800,0,20-07-2021 13:30,143.460006,144.029998,143,143.210006,5133071
AAPL,1626788100,0,20-07-2021 13:35,143.214996,143.6781,142.990005,143.220001,2078383
AAPL,1626788400,0,20-07-2021 13:40,143.25,143.699996,143.220001,143.539993,1820998
AAPL,1626788700,0,20-07-2021 13:45,143.718795,144.134994,143.639999,144.130996,2112730
AAPL,1626789000,0,20-07-2021 13:50,144.125,144.259994,143.880004,143.910003,2180368
AAPL,1626789300,0,20-07-2021 13:55,143.875,144.270004,143.839996,144.220001,1666166
AAPL,1626789600,0,20-07-2021 14:00,144.139999,144.240005,143.919998,144.009994,1533653
AAPL,1626789900,0,20-07-2021 14:05,144.019897,144.240005,143.800003,143.949996,1506382
AAPL,1626790200,0,20-07-2021 14:10,143.929992,144.339996,143.929992,144.335006,1434691
AAPL,1626790500,0,20-07-2021 14:15,144.339904,144.835006,144.125,144.674896,2193109
AAPL,1626790800,0,20-07-2021 14:20,144.675003,144.888595,144.580001,144.830093,1228055
AAPL,1626791100,0,20-07-2021 14:25,144.830001,144.879898,144.509994,144.520004,1168555
AAPL,1626791400,0,20-07-2021 14:30,144.524993,144.710006,144.350006,144.505798,1120194
AAPL,1626791700,0,20-07-2021 14:35,144.494995,144.588394,144.36,144.425003,841443
AAPL,1626792000,0,20-07-2021 14:40,144.429992,144.729995,144.36,144.649993,944866
AAPL,1626792300,0,20-07-2021 14:45,144.639999,144.869003,144.529998,144.759994,1186031
AAPL,1626792600,0,20-07-2021 14:50,144.761993,144.979995,144.75,144.934997,876023
AAPL,1626792900,0,20-07-2021 14:55,144.932998,145.25,144.86,145.160003,1266344
AAPL,1626793200,0,20-07-2021 15:00,145.154998,145.210006,145.031799,145.100006,858616
AAPL,1626793500,0,20-07-2021 15:05,145.089996,145.186996,144.960006,144.990005,930365
AAPL,1626793800,0,20-07-2021 15:10,144.990005,145.169906,144.914993,145.125,847779
AAPL,1626794100,0,20-07-2021 15:15,145.145004,145.169998,145,145.134994,684695
AAPL,1626794400,0,20-07-2021 15:20,145.139999,145.199996,145.059997,145.096801,602332
AAPL,1626794700,0,20-07-2021 15:25,145.100006,145.175003,144.970001,145.061798,688471
AAPL,1626795000,0,20-07-2021 15:30,145.065002,145.160003,145.014999,145.1053,548868
AAPL,1626795300,0,20-07-2021 15:35,145.100006,145.119003,145.009994,145.059997,571603
AAPL,1626795600,0,20-07-2021 15:40,145.059997,145.429992,145.009994,145.410003,989252
AAPL,1626795900,0,20-07-2021 15:45,145.417495,145.419906,145.210006,145.380004,631623
AAPL,1626796200,0,20-07-2021 15:50,145.380004,145.587493,145.350006,145.535003,815306
AAPL,1626796500,0,20-07-2021 15:55,145.535003,145.660003,145.399993,145.630096,772959
AAPL,1626796800,0,20-07-2021 16:00,145.639999,145.729995,145.559997,145.715194,701905
AAPL,1626797100,0,20-07-2021 16:05,145.720001,145.770004,145.539993,145.570007,667075
AAPL,1626797400,0,20-07-2021 16:10,145.566802,145.710006,145.559997,145.690795,508591
AAPL,1626797700,0,20-07-2021 16:15,145.695007,145.824996,145.580001,145.810104,619518
AAPL,1626798000,0,20-07-2021 16:20,145.817001,145.854995,145.727706,145.804992,631835
AAPL,1626798300,0,20-07-2021 16:25,145.804992,145.964996,145.789993,145.940002,632407
AAPL,1626798600,0,20-07-2021 16:30,145.949996,146.300003,145.949996,146.029998,1545930
AAPL,1626798900,0,20-07-2021 16:35,146.029998,146.190002,146.020004,146.145492,790303
AAPL,1626799200,0,20-07-2021 16:40,146.145004,146.25,146.029998,146.235,640216
AAPL,1626799500,0,20-07-2021 16:45,146.237503,146.395004,146.210006,146.345001,732455
AAPL,1626799800,0,20-07-2021 16:50,146.345001,146.470001,146.259994,146.443099,714192
AAPL,1626800100,0,20-07-2021 16:55,146.449905,146.699996,146.410003,146.699996,1110166
AAPL,1626800400,0,20-07-2021 17:00,146.699996,146.770004,146.36,146.395004,1290482
AAPL,1626800700,0,20-07-2021 17:05,146.389999,146.449996,146.190002,146.270095,895631
AAPL,1626801000,0,20-07-2021 17:10,146.277099,146.570007,146.259994,146.529907,763426
AAPL,1626801300,0,20-07-2021 17:15,146.529998,146.759994,146.479995,146.755004,853579
AAPL,1626801600,0,20-07-2021 17:20,146.750106,146.839996,146.649993,146.690002,950895
AAPL,1626801900,0,20-07-2021 17:25,146.690002,146.889999,146.675003,146.880004,667356
AAPL,1626802200,0,20-07-2021 17:30,146.880004,147,146.800003,146.985,978387
AAPL,1626802500,0,20-07-2021 17:35,146.985,147.0997,146.854995,146.914993,905345
AAPL,1626802800,0,20-07-2021 17:40,146.919906,146.945007,146.789993,146.821594,603692
AAPL,1626803100,0,20-07-2021 17:45,146.830001,146.919998,146.759994,146.775604,699960
AAPL,1626803400,0,20-07-2021 17:50,146.774993,147.050003,146.740005,146.940002,822372
AAPL,1626803700,0,20-07-2021 17:55,146.940002,147.070007,146.75,146.75,654734
AAPL,1626804000,0,20-07-2021 18:00,146.751007,146.799896,146.539993,146.729995,1245427
AAPL,1626804300,0,20-07-2021 18:05,146.720001,146.779998,146.619995,146.625,645483
AAPL,1626804600,0,20-07-2021 18:10,146.619995,146.800003,146.595001,146.764999,675023
AAPL,1626804900,0,20-07-2021 18:15,146.770004,146.820007,146.649993,146.735,598467
AAPL,1626805200,0,20-07-2021 18:20,146.735,146.824996,146.713195,146.809997,489901
AAPL,1626805500,0,20-07-2021 18:25,146.800003,146.990005,146.759994,146.939895,654193
AAPL,1626805800,0,20-07-2021 18:30,146.929992,146.989898,146.800003,146.809997,629236
AAPL,1626806100,0,20-07-2021 18:35,146.815002,146.815002,146.460006,146.479995,847536
AAPL,1626806400,0,20-07-2021 18:40,146.490005,146.580001,146.389999,146.429992,730561
AAPL,1626806700,0,20-07-2021 18:45,146.440002,146.529006,146.289993,146.514999,772381
AAPL,1626807000,0,20-07-2021 18:50,146.519699,146.539901,146.380004,146.464996,539651
AAPL,1626807300,0,20-07-2021 18:55,146.466995,146.470001,146.199996,146.411102,830248
AAPL,1626807600,0,20-07-2021 19:00,146.419998,146.589996,146.399993,146.514999,750788
AAPL,1626807900,0,20-07-2021 19:05,146.512802,146.649993,146.490005,146.600006,714260
AAPL,1626808200,0,20-07-2021 19:10,146.600006,146.839996,146.590103,146.791503,857515
AAPL,1626808500,0,20-07-2021 19:15,146.789993,146.889999,146.75,146.789993,652125
AAPL,1626808800,0,20-07-2021 19:20,146.800003,146.970001,146.759994,146.942703,787163
AAPL,1626809100,0,20-07-2021 19:25,146.945007,146.990005,146.779998,146.960006,809167
AAPL,1626809400,0,20-07-2021 19:30,146.960006,147.005004,146.839996,146.899902,878227
AAPL,1626809700,0,20-07-2021 19:35,146.889999,146.940002,146.710006,146.714996,1635223
AAPL,1626810000,0,20-07-2021 19:40,146.720001,146.744995,146.550003,146.619903,1635237
AAPL,1626810300,0,20-07-2021 19:45,146.61,146.649993,146.470794,146.569107,909192
AAPL,1626810600,0,20-07-2021 19:50,146.570007,146.639999,146.339996,146.529998,2042421
AAPL,1626810900,0,20-07-2021 19:55,146.520004,146.520004,146.100006,146.139999,2993601
AAPL,1626811200,0,20-07-2021 20:00,146.149993,146.149993,146.149993,146.149993,
AAPL,1626874200,0,21-07-2021 13:30,145.529998,145.830001,145.229995,145.389999,4700917
AAPL,1626874500,0,21-07-2021 13:35,145.393005,146.130004,145.392898,145.770004,2204152
AAPL,1626874800,0,21-07-2021 13:40,145.770004,145.774993,145.25,145.649993,2052970
AAPL,1626875100,0,21-07-2021 13:45,145.660003,145.809997,145.304992,145.410095,1323029
AAPL,1626875400,0,21-07-2021 13:50,145.419998,145.570007,144.820007,145.005004,2049396
AAPL,1626875700,0,21-07-2021 13:55,145.009994,145.3199,144.979995,145.289993,1381111
AAPL,1626876000,0,21-07-2021 14:00,145.279998,145.289993,144.949996,145.044998,1221254
AAPL,1626876300,0,21-07-2021 14:05,145.044998,145.100006,144.630004,144.755004,1290861
AAPL,1626876600,0,21-07-2021 14:10,144.755004,145.294998,144.75,145.139999,1343950
AAPL,1626876900,0,21-07-2021 14:15,145.145004,145.410003,145.020004,145.410003,1056773
AAPL,1626877200,0,21-07-2021 14:20,145.404998,145.679992,145.330001,145.630004,1101634
AAPL,1626877500,0,21-07-2021 14:25,145.630004,145.630004,145.414093,145.440002,882258
AAPL,1626877800,0,21-07-2021 14:30,145.449996,145.639892,145.339996,145.429992,912326
AAPL,1626878100,0,21-07-2021 14:35,145.433898,145.580001,145.25,145.389999,758003
AAPL,1626878400,0,21-07-2021 14:40,145.389999,145.86,145.389999,145.679992,1099414
AAPL,1626878700,0,21-07-2021 14:45,145.684997,145.880004,145.645004,145.809997,856259
AAPL,1626879000,0,21-07-2021 14:50,145.804992,145.820007,145.580001,145.625,667412
AAPL,1626879300,0,21-07-2021 14:55,145.629898,145.830001,145.600006,145.714996,692483
AAPL,1626879600,0,21-07-2021 15:00,145.714996,145.898895,145.660003,145.749893,695267
AAPL,1626879900,0,21-07-2021 15:05,145.744995,145.845001,145.570007,145.835006,664967
AAPL,1626880200,0,21-07-2021 15:10,145.835006,145.910003,145.770004,145.815002,1055701
AAPL,1626880500,0,21-07-2021 15:15,145.8199,146.0475,145.8199,146.031402,790324
AAPL,1626880800,0,21-07-2021 15:20,146.039993,146.039993,145.789993,145.839996,946040
AAPL,1626881100,0,21-07-2021 15:25,145.850006,145.975006,145.759994,145.762893,773381
AAPL,1626881400,0,21-07-2021 15:30,145.769897,145.800003,145.630004,145.684997,599398
AAPL,1626881700,0,21-07-2021 15:35,145.679992,145.699996,145.470001,145.509994,625929
AAPL,1626882000,0,21-07-2021 15:40,145.5,145.509994,145.250106,145.304992,756551
AAPL,1626882300,0,21-07-2021 15:45,145.300003,145.369995,145.121002,145.195007,944852
AAPL,1626882600,0,21-07-2021 15:50,145.198806,145.214996,145.020004,145.190002,820079
AAPL,1626882900,0,21-07-2021 15:55,145.182098,145.490005,145.182098,145.423904,849012
AAPL,1626883200,0,21-07-2021 16:00,145.419998,145.470001,145.350006,145.395004,467789
AAPL,1626883500,0,21-07-2021 16:05,145.395004,145.479995,145.350006,145.397903,406074
AAPL,1626883800,0,21-07-2021 16:10,145.395004,145.397705,145.220001,145.326904,445579
AAPL,1626884100,0,21-07-2021 16:15,145.320007,145.369995,145.279998,145.294998,455450
AAPL,1626884400,0,21-07-2021 16:20,145.290802,145.369903,145.119995,145.289993,750064
AAPL,1626884700,0,21-07-2021 16:25,145.279998,145.339996,145.220001,145.315002,471868
AAPL,1626885000,0,21-07-2021 16:30,145.315002,145.429992,145.315002,145.401397,435103
AAPL,1626885300,0,21-07-2021 16:35,145.401992,145.401992,145.210006,145.210006,414808
AAPL,1626885600,0,21-07-2021 16:40,145.220001,145.309997,145.190002,145.210006,393995
AAPL,1626885900,0,21-07-2021 16:45,145.220001,145.320007,145.219894,145.220199,341425
AAPL,1626886200,0,21-07-2021 16:50,145.220001,145.229995,145.134994,145.139999,317636
AAPL,1626886500,0,21-07-2021 16:55,145.139999,145.169998,144.960006,145.020004,759907
AAPL,1626886800,0,21-07-2021 17:00,145.027496,145.100006,144.839996,144.869995,868124
AAPL,1626887100,0,21-07-2021 17:05,144.872497,145.059997,144.869995,145.050003,558540
AAPL,1626887400,0,21-07-2021 17:10,145.049804,145.080001,144.86,145.020004,629560
AAPL,1626887700,0,21-07-2021 17:15,145.020004,145.130004,144.994293,145.014999,455359
AAPL,1626888000,0,21-07-2021 17:20,145.020004,145.179992,144.998199,145.128295,401311
AAPL,1626888300,0,21-07-2021 17:25,145.125,145.179901,145.070693,145.115005,375597
AAPL,1626888600,0,21-07-2021 17:30,145.115005,145.149993,145.009994,145.009994,359212
AAPL,1626888900,0,21-07-2021 17:35,145.000106,145.139999,144.990005,145.119995,341360
AAPL,1626889200,0,21-07-2021 17:40,145.119995,145.259994,145.070007,145.219604,449488
AAPL,1626889500,0,21-07-2021 17:45,145.214996,145.289901,145.160003,145.279998,316706
AAPL,1626889800,0,21-07-2021 17:50,145.289901,145.339996,145.220001,145.255004,444064
AAPL,1626890100,0,21-07-2021 17:55,145.259902,145.350006,145.242004,145.279998,379858
AAPL,1626890400,0,21-07-2021 18:00,145.270095,145.277297,145.169998,145.190002,394008
AAPL,1626890700,0,21-07-2021 18:05,145.192596,145.220001,145.119995,145.200103,489680
AAPL,1626891000,0,21-07-2021 18:10,145.205093,145.300003,145.175003,145.259994,488883
AAPL,1626891300,0,21-07-2021 18:15,145.260101,145.269897,145.074295,145.11,389376
AAPL,1626891600,0,21-07-2021 18:20,145.104995,145.169906,145.070007,145.134994,386829
AAPL,1626891900,0,21-07-2021 18:25,145.134994,145.160003,145.035003,145.139999,432971
AAPL,1626892200,0,21-07-2021 18:30,145.140701,145.235,145.130004,145.139999,466208
AAPL,1626892500,0,21-07-2021 18:35,145.139999,145.148406,145.020004,145.080993,532613
AAPL,1626892800,0,21-07-2021 18:40,145.080001,145.330001,145.059997,145.294998,575378
AAPL,1626893100,0,21-07-2021 18:45,145.289993,145.399993,145.270004,145.289993,515635
AAPL,1626893400,0,21-07-2021 18:50,145.2901,145.449996,145.2901,145.384994,528849
AAPL,1626893700,0,21-07-2021 18:55,145.384994,145.449996,145.341003,145.434997,579757
AAPL,1626894000,0,21-07-2021 19:00,145.429992,145.5,145.386993,145.449996,515477
AAPL,1626894300,0,21-07-2021 19:05,145.454895,145.468994,145.36,145.385192,473534
AAPL,1626894600,0,21-07-2021 19:10,145.389892,145.529998,145.380096,145.414993,670604
AAPL,1626894900,0,21-07-2021 19:15,145.415603,145.509994,145.36,145.460006,514721
AAPL,1626895200,0,21-07-2021 19:20,145.460006,145.460006,145.300003,145.320007,505377
AAPL,1626895500,0,21-07-2021 19:25,145.309997,145.320007,145.210098,145.2798,629237
AAPL,1626895800,0,21-07-2021 19:30,145.270004,145.289993,145.190002,145.210098,691324
AAPL,1626896100,0,21-07-2021 19:35,145.214996,145.259994,145.121994,145.139999,786445
AAPL,1626896400,0,21-07-2021 19:40,145.149993,145.149993,145.009994,145.039993,793445
AAPL,1626896700,0,21-07-2021 19:45,145.044998,145.070007,144.940093,144.949996,950758
AAPL,1626897000,0,21-07-2021 19:50,144.960006,145.179992,144.820007,145.102005,2107653
AAPL,1626897300,0,21-07-2021 19:55,145.104995,145.399993,145.041397,145.389999,3230005
AAPL,1626897600,0,21-07-2021 20:00,145.399993,145.399993,145.399993,145.399993,
AAPL,1626960600,0,22-07-2021 13:30,146.25,146.740005,146.130004,146.309997,4311935
AAPL,1626960900,0,22-07-2021 13:35,146.309997,146.494995,146.039993,146.071792,1545763
AAPL,1626961200,0,22-07-2021 13:40,146.070007,146.649993,145.809997,146.570007,1903506
AAPL,1626961500,0,22-07-2021 13:45,146.570007,146.679992,146.25,146.419906,1706770
AAPL,1626961800,0,22-07-2021 13:50,146.429992,146.880004,146.279998,146.810104,7201608
AAPL,1626962100,0,22-07-2021 13:55,146.815002,147,146.669998,146.830001,1967293
AAPL,1626962400,0,22-07-2021 14:00,146.830001,147.229995,146.820007,147.119995,1760031
AAPL,1626962700,0,22-07-2021 14:05,147.11,147.199996,146.899993,146.914993,1131187
AAPL,1626963000,0,22-07-2021 14:10,146.929794,147.160003,146.830001,147.160003,1118619
AAPL,1626963300,0,22-07-2021 14:15,147.167495,147.205001,146.981994,147.179992,1026853
AAPL,1626963600,0,22-07-2021 14:20,147.188995,147.449905,147.139999,147.384994,1419244
AAPL,1626963900,0,22-07-2021 14:25,147.380004,147.550003,147.2901,147.464996,1304410
AAPL,1626964200,0,22-07-2021 14:30,147.470001,147.550003,147.330001,147.544998,1017131
AAPL,1626964500,0,22-07-2021 14:35,147.550003,147.869995,147.510101,147.839996,1416283
AAPL,1626964800,0,22-07-2021 14:40,147.830093,147.970001,147.729995,147.748703,1414547
AAPL,1626965100,0,22-07-2021 14:45,147.749206,147.929992,147.710006,147.760101,876531
AAPL,1626965400,0,22-07-2021 14:50,147.770004,147.877502,147.630004,147.669998,1002760
AAPL,1626965700,0,22-07-2021 14:55,147.669998,147.820007,147.580001,147.740005,907778
AAPL,1626966000,0,22-07-2021 15:00,147.735,148.195007,147.720092,148.100006,1720251
AAPL,1626966300,0,22-07-2021 15:05,148.100006,148.160003,147.852005,147.945007,1124394
AAPL,1626966600,0,22-07-2021 15:10,147.949905,147.949996,147.520095,147.61,1048639
AAPL,1626966900,0,22-07-2021 15:15,147.61,147.649993,147.320007,147.476303,1360953
AAPL,1626967200,0,22-07-2021 15:20,147.544998,147.699996,147.399993,147.460006,967168
AAPL,1626967500,0,22-07-2021 15:25,147.457504,147.479003,147.160003,147.360107,961220
AAPL,1626967800,0,22-07-2021 15:30,147.371398,147.479995,147.330001,147.419998,735499
AAPL,1626968100,0,22-07-2021 15:35,147.410003,147.600006,147.389999,147.590103,668580
AAPL,1626968400,0,22-07-2021 15:40,147.589996,147.589996,147.25,147.279998,735182
AAPL,1626968700,0,22-07-2021 15:45,147.289993,147.399993,147.130004,147.350006,734469
AAPL,1626969000,0,22-07-2021 15:50,147.350006,147.505004,147.300003,147.449996,763440
AAPL,1626969300,0,22-07-2021 15:55,147.449996,147.469299,147.300003,147.330993,411407
AAPL,1626969600,0,22-07-2021 16:00,147.330001,147.440002,147.050003,147.079803,565958
AAPL,1626969900,0,22-07-2021 16:05,147.075393,147.139999,146.854995,146.869598,721727
AAPL,1626970200,0,22-07-2021 16:10,146.867706,146.989807,146.86,146.970001,676142
AAPL,1626970500,0,22-07-2021 16:15,146.960403,147.169998,146.880004,146.884994,752890
AAPL,1626970800,0,22-07-2021 16:20,146.884292,146.970001,146.660003,146.910003,935602
AAPL,1626971100,0,22-07-2021 16:25,146.889999,147.074996,146.839996,147.039993,537778
AAPL,1626971400,0,22-07-2021 16:30,147.029998,147.107696,146.970993,147.059997,400835
AAPL,1626971700,0,22-07-2021 16:35,147.079895,147.304992,147.039993,147.300003,500142
AAPL,1626972000,0,22-07-2021 16:40,147.304992,147.320007,147.111602,147.149993,430447
AAPL,1626972300,0,22-07-2021 16:45,147.139999,147.167007,146.850006,146.884994,584289
AAPL,1626972600,0,22-07-2021 16:50,146.889999,147.049896,146.884994,147.003906,491313
AAPL,1626972900,0,22-07-2021 16:55,147,147.229995,146.990005,147.210006,521916
AAPL,1626973200,0,22-07-2021 17:00,147.199996,147.289993,147.151992,147.232498,425403
AAPL,1626973500,0,22-07-2021 17:05,147.229995,147.259902,147.179992,147.179992,361798
AAPL,1626973800,0,22-07-2021 17:10,147.179992,147.277496,147.169998,147.229995,334553
AAPL,1626974100,0,22-07-2021 17:15,147.220001,147.440002,147.220001,147.380004,610330
AAPL,1626974400,0,22-07-2021 17:20,147.380004,147.550003,147.322204,147.530105,580598
AAPL,1626974700,0,22-07-2021 17:25,147.535003,147.639999,147.460006,147.570007,499130
AAPL,1626975000,0,22-07-2021 17:30,147.559997,147.669998,147.544692,147.654998,409806
AAPL,1626975300,0,22-07-2021 17:35,147.639999,147.654998,147.475006,147.498901,416484
AAPL,1626975600,0,22-07-2021 17:40,147.494995,147.559997,147.410003,147.425003,435878
AAPL,1626975900,0,22-07-2021 17:45,147.429992,147.440002,147.320007,147.389999,576981
AAPL,1626976200,0,22-07-2021 17:50,147.389999,147.389999,147.279998,147.354995,390821
AAPL,1626976500,0,22-07-2021 17:55,147.359893,147.365005,147.220001,147.221099,435822
AAPL,1626976800,0,22-07-2021 18:00,147.225006,147.289993,147.120101,147.240005,631114
AAPL,1626977100,0,22-07-2021 18:05,147.239898,147.309997,147.100006,147.190002,512631
AAPL,1626977400,0,22-07-2021 18:10,147.190002,147.369903,147.160003,147.289993,429742
AAPL,1626977700,0,22-07-2021 18:15,147.289993,147.320007,147.169998,147.25,356497
AAPL,1626978000,0,22-07-2021 18:20,147.240005,147.341705,147.199996,147.322906,331748
AAPL,1626978300,0,22-07-2021 18:25,147.320007,147.36,147.259994,147.300003,383525
AAPL,1626978600,0,22-07-2021 18:30,147.300003,147.300003,147.190002,147.199005,234612
AAPL,1626978900,0,22-07-2021 18:35,147.196792,147.259994,147.149993,147.250106,452597
AAPL,1626979200,0,22-07-2021 18:40,147.2527,147.279998,147.199996,147.259902,275941
AAPL,1626979500,0,22-07-2021 18:45,147.259994,147.365005,147.059997,147.085006,449226
AAPL,1626979800,0,22-07-2021 18:50,147.082595,147.11,146.940002,147.029998,686537
